iter	RMSE
648	0.3761066177
649	0.3760416473
650	0.3758056298
651	0.3757641707
652	0.3755970459
653	0.37528847
654	0.3752248297
655	0.375051834
656	0.3749583085
657	0.3747030853
658	0.3744753714
659	0.3743889047
660	0.3740997245
661	0.3740095904
662	0.3737548883
663	0.3735733467
664	0.3735077198
665	0.3733973756
666	0.3733047696
667	0.37327923
668	0.3729910517
669	0.3729647521
670	0.3728042352
671	0.3726301643
672	0.3724755775
673	0.3724142626
674	0.372188633
675	0.3720934267
676	0.3719285061
677	0.3717310892
678	0.3716933359
679	0.3716163907
680	0.3714883269
681	0.3713987283
682	0.3713418568
683	0.3712548882
684	0.3711175751
685	0.3709881281
686	0.3709157307
687	0.370727464
688	0.3706049735
689	0.3703817062
690	0.3702518954
691	0.3700541805
692	0.3699822045
693	0.3699085896
694	0.369769168
695	0.3696104599
696	0.3694732103
697	0.3694114354
698	0.3693210375
699	0.3692278531
700	0.3691253082
701	0.3689705853
702	0.3688305814
703	0.3687282531
704	0.3686646002
705	0.3685740403
706	0.3684803898
707	0.3682499638
708	0.3680182896
709	0.3678343604
710	0.3677680838
711	0.3677019801
712	0.3676514095
713	0.3675123595
714	0.3673637166
715	0.3672261467
716	0.3670801642
717	0.3669724022
718	0.3668379405
719	0.3666940626
720	0.3666412749
721	0.3665630546
722	0.3665039925
723	0.3663160218
724	0.3662109608
725	0.3660232228
726	0.3658191999
727	0.365719101
728	0.3655238623
729	0.365480286
730	0.3653998156
731	0.365223436
732	0.3649871169
733	0.3648938411
734	0.3647253074
735	0.3646735957
736	0.3644444421
737	0.3642649832
738	0.3640465899
739	0.3639797343
740	0.363795057
741	0.3637321481
742	0.3635761774
743	0.3633030544
744	0.3631773807
745	0.3631023805
746	0.3630035367
747	0.3628885995
748	0.3627155898
749	0.362554437
750	0.3625434834
751	0.3624534805
752	0.36240547
753	0.3623283275
754	0.3622503738
755	0.3621998152
756	0.3620533406
757	0.3619063044
758	0.3617948101
759	0.3616954158
760	0.3615724967
761	0.3614661499
762	0.3614253737
763	0.36135746
764	0.3611709241
765	0.3611363276
766	0.3609739792
767	0.3608382238
768	0.36064388
769	0.3604793686
770	0.3603869349
771	0.360284616
772	0.3601438097
773	0.3600503043
774	0.3599951821
775	0.35973627
776	0.3595563149
777	0.3593755236
778	0.3591041189
779	0.3589666459
780	0.3589270549
781	0.3588444032
782	0.3587228446
783	0.3585662322
784	0.3585108454
785	0.3584561992
786	0.3583936738
787	0.3583836289
788	0.3582095949
789	0.3581482766
790	0.3580282885
791	0.3578620721
792	0.3577571072
793	0.3576336502
794	0.3575535964
795	0.3573594967
796	0.3570873893
797	0.3569696015
798	0.3569068336
799	0.356821399
800	0.3566975503
801	0.3565546322
802	0.3563555867
803	0.3562101025
804	0.3561455676
805	0.355910866
806	0.3558645786
807	0.3556659122
808	0.355433878
809	0.3553625404
810	0.355329207
811	0.3551432652
812	0.3549253757
813	0.3548578129
814	0.354744054
815	0.3545938984
816	0.3544579569
817	0.3543277454
818	0.3542422481
819	0.3541747379
820	0.3541423041
821	0.3540553409
822	0.3539566668
823	0.3538366169
824	0.3537419292
825	0.3536334726
826	0.3535174161
827	0.3534311217
828	0.3533231287
829	0.3532594373
830	0.3531708811
831	0.3531219972
832	0.3530662442
833	0.3528049051
834	0.3527762558
835	0.3527133154
836	0.3526402309
837	0.352587269
838	0.3525101869
839	0.3523847
840	0.3522697868
841	0.3522208286
842	0.3520168073
843	0.3519707114
844	0.35191354
845	0.3517633826
846	0.3516996464
847	0.3515611622
848	0.3515132441
849	0.3514850388
850	0.3513760276
851	0.3512358249
852	0.3511989774
853	0.3511384836
854	0.3510053868
855	0.3509183726
856	0.3508332849
857	0.3507931577
858	0.3506948161
859	0.3506563515
860	0.3505524753
861	0.3503878797
862	0.3502943194
863	0.3501586431
864	0.3500555783
865	0.3499084756
866	0.3497017966
867	0.3496318521
868	0.3495391568
869	0.3494723642
870	0.3494424907
871	0.3493332912
872	0.3492395713
873	0.3491668356
874	0.3489469087
875	0.3488433117
876	0.3487531878
877	0.3486669031
878	0.3483955773
879	0.3483378637
880	0.3481204486
881	0.3480007745
882	0.3478563475
883	0.3477928709
884	0.3476756906
885	0.3475631319
886	0.3475159309
887	0.3474897502
888	0.3474268988
889	0.3474087903
890	0.3473301911
891	0.3471845879
892	0.3470641411
893	0.3470355936
894	0.3469095183
895	0.3468285103
896	0.3466606308
897	0.3466051397
898	0.3464585716
899	0.346259149
900	0.3461277094
901	0.345999115
902	0.3459230676
903	0.3458831489
904	0.3458070735
905	0.3456118253
906	0.3455015128
907	0.3454514791
908	0.3453617854
909	0.3452413745
910	0.3451438251
911	0.3449994216
912	0.3448609425
913	0.3448147435
914	0.3447839481
915	0.3447469631
916	0.3446875182
917	0.3446285984
918	0.3445014476
919	0.3444732527
920	0.3442838545
921	0.3442493435
922	0.3441862025
923	0.3440614872
924	0.3439456264
925	0.3437812045
926	0.3436661207
927	0.3435162618
928	0.3435092846
929	0.343366317
930	0.3432676511
931	0.343203255
932	0.343163503
933	0.3430563174
934	0.3429896372
935	0.3429191103
936	0.3428646165
937	0.3426400457
938	0.3425578909
939	0.3424710039
940	0.3424309725
941	0.3423424604
942	0.3422616755
943	0.3421741816
944	0.342114267
945	0.3419818229
946	0.3419324162
947	0.3418236551
948	0.3417862569
949	0.341694976
950	0.3415273885
951	0.3414450086
952	0.3411743761
953	0.3410577487
954	0.340784666
955	0.3406195404
956	0.3405729249
957	0.3404641112
958	0.3403978788
959	0.3403132635
960	0.3402934758
961	0.3401990866
962	0.3401515067
963	0.3400983842
964	0.3400696684
965	0.3400119433
966	0.3399121364
967	0.3398263566
968	0.3397668573
969	0.3396826767
970	0.3396371473
971	0.3394421666
972	0.3393969731
973	0.3392491845
974	0.3391208968
975	0.3390872531
976	0.3390102626
977	0.3388975126
978	0.3388567439
979	0.3388010317
980	0.3387727087
981	0.3387328618
982	0.3386984756
983	0.3386164366
984	0.3385819835
985	0.3384496137
986	0.3383148663
987	0.3382798931
988	0.3382590377
989	0.3381312616
990	0.3380556765
991	0.3380362218
992	0.3379474197
993	0.3377448488
994	0.3376313769
995	0.3375430195
996	0.33749995
997	0.3374574839
998	0.3374152817
999	0.3373281595
1000	0.3372211577
1001	0.3371200684
1002	0.3371026342
1003	0.3369394659
1004	0.3368896711
1005	0.3367793685
1006	0.33675399
1007	0.3365910111
1008	0.3365380717
1009	0.3364811595
1010	0.3364047821
1011	0.3362782262
1012	0.3361082531
1013	0.3360478313
1014	0.335994377
1015	0.3358974523
1016	0.3358290006
1017	0.3357591541
1018	0.3355974019
1019	0.3354620015
1020	0.3354149575
1021	0.3353608478
1022	0.3352769011
1023	0.3352662341
1024	0.3352264702
1025	0.3351792052
1026	0.3350125181
1027	0.3349722711
1028	0.3349495899
1029	0.3348233082
1030	0.3347785305
1031	0.3346621051
1032	0.3346109097
1033	0.3345123363
1034	0.3344740998
1035	0.3343676805
1036	0.3343483255
1037	0.3343278712
1038	0.3342614167
1039	0.3342359396
1040	0.3341171923
1041	0.3340665034
1042	0.333995258
1043	0.3338098964
1044	0.3336510154
1045	0.3336240827
1046	0.3334884324
1047	0.3334051784
1048	0.3332508357
1049	0.3332133398
1050	0.3330451799
1051	0.3329337443
1052	0.3328380039
1053	0.3328039541
1054	0.3327761969
1055	0.3327274853
1056	0.3326461068
1057	0.3326123481
1058	0.3325931882
1059	0.3325293581
1060	0.3324961572
1061	0.3324662039
1062	0.332265201
1063	0.3321743885
1064	0.3321172683
1065	0.3320684834
1066	0.3320050251
1067	0.3319434112
1068	0.331864591
1069	0.3317686591
1070	0.331694774
1071	0.3315497667
1072	0.3314637263
1073	0.3313899328
1074	0.3313257198
1075	0.3312979152
1076	0.3312496804
1077	0.3310782621
1078	0.3310247137
1079	0.3309091955
1080	0.3308875801
1081	0.3307563971
1082	0.3306199745
1083	0.3305230058
1084	0.330394627
1085	0.3303101375
1086	0.3302833869
1087	0.3302363892
1088	0.3302116895
1089	0.3301629269
1090	0.330090741
1091	0.3300106358
1092	0.3298651028
1093	0.3298215024
1094	0.3297602885
1095	0.3296388425
1096	0.3295343816
1097	0.3293385757
1098	0.3292279205
1099	0.3291074937
1100	0.3290644039
1101	0.3289453431
1102	0.3288303817
1103	0.3286771437
1104	0.328654981
1105	0.3284154112
1106	0.3282843582
1107	0.3281878175
1108	0.328111934
1109	0.3280806666
1110	0.3280438789
1111	0.3279755281
1112	0.3278402631
1113	0.3278219645
1114	0.3277248773
1115	0.3276302314
1116	0.3275781554
1117	0.3275642272
1118	0.3274760836
1119	0.32740833
1120	0.327322882
1121	0.3273063588
1122	0.3272104388
1123	0.3271576628
1124	0.3271325151
1125	0.3271099046
1126	0.3269876518
1127	0.3269624517
1128	0.3268737122
1129	0.3267730749
1130	0.3266927203
1131	0.3265603368
1132	0.3265407034
1133	0.326383347
1134	0.3263375769
1135	0.3262984025
1136	0.3262575264
1137	0.3260468439
1138	0.3260198772
1139	0.3259636052
1140	0.3258213998
1141	0.3257849115
1142	0.3256848977
1143	0.3255212295
1144	0.3254725674
1145	0.3253623748
1146	0.3253032905
1147	0.3252732588
1148	0.3252037134
1149	0.3251139654
1150	0.325058035
1151	0.3250139125
1152	0.3249667864
1153	0.3248717627
1154	0.3247684124
1155	0.3247185142
1156	0.3246952964
1157	0.3245877078
1158	0.3245025652
1159	0.324481924
1160	0.3244309828
1161	0.3243267784
1162	0.3242891234
1163	0.324207316
1164	0.3241703745
1165	0.3240791648
1166	0.3240426658
1167	0.3239070673
1168	0.3238517347
1169	0.3237523336
1170	0.3237176309
1171	0.3236432044
1172	0.3235723612
1173	0.3235125767
1174	0.3233857114
1175	0.3233574468
1176	0.3232958341
1177	0.323158603
1178	0.3231058119
1179	0.3229902939
1180	0.3229122311
1181	0.3228333396
1182	0.3227007303
1183	0.3225636492
1184	0.3225448784
1185	0.3224964143
1186	0.322423409
1187	0.3223883292
1188	0.3222377811
1189	0.3221989592
1190	0.3220555137
1191	0.3220200516
1192	0.3219330903
1193	0.3218464979
1194	0.321779886
1195	0.3217518159
1196	0.3217032321
1197	0.3216818288
1198	0.3215229239
1199	0.3214757698
1200	0.3214626562
1201	0.3213148123
1202	0.3212026834
1203	0.3211063971
1204	0.3210699858
1205	0.3210305202
1206	0.3209704885
1207	0.3208144973
1208	0.3207667234
1209	0.3205916694
1210	0.3205249406
1211	0.3204888553
1212	0.3204017152
1213	0.3203764575
1214	0.3202564369
1215	0.3201942126
1216	0.3201589046
1217	0.3200703606
1218	0.320018769
1219	0.319896371
1220	0.319847463
1221	0.3197710814
1222	0.3196034595
1223	0.3195312634
1224	0.319462705
1225	0.3193447336
1226	0.3192841135
1227	0.319238294
1228	0.3192167366
1229	0.3191373168
1230	0.3190074132
1231	0.3189584523
1232	0.3189410067
1233	0.3188583227
1234	0.3188157554
1235	0.3185948266
1236	0.3185304327
1237	0.3184253628
1238	0.3183707534
1239	0.3182203346
1240	0.3181064372
1241	0.3180885339
1242	0.3180161514
1243	0.3179785144
1244	0.3179454338
1245	0.3178204376
1246	0.3177779207
1247	0.3176703648
1248	0.3174871452
1249	0.3174017216
1250	0.3173716299
1251	0.3173244525
1252	0.3172796881
1253	0.317246075
1254	0.3171909057
1255	0.317135359
1256	0.3169782386
1257	0.3168832401
1258	0.3168134633
1259	0.3167208145
1260	0.316615419
1261	0.3164813006
1262	0.3163505951
1263	0.3163150173
1264	0.3162069186
1265	0.3161394582
1266	0.3160444007
1267	0.3159657995
1268	0.315924375
1269	0.3158776816
1270	0.3157489589
1271	0.315694976
1272	0.3156099986
1273	0.3155709627
1274	0.3155432025
1275	0.3154432476
1276	0.3152659071
1277	0.3152357788
1278	0.3151602539
1279	0.3150772964
1280	0.3150393806
1281	0.3149436836
1282	0.3148739135
1283	0.3148478804
1284	0.3146997204
1285	0.3146834359
1286	0.3145422395
1287	0.3144893122
1288	0.3143665664
1289	0.3142728695
1290	0.3142637178
1291	0.3141209031
1292	0.3140605945
1293	0.3139974447
1294	0.313963812
1295	0.3139105662
1296	0.3138106135
1297	0.313738975
1298	0.3136470819
1299	0.3135054068
1300	0.3134727812
1301	0.3133551307
1302	0.3132819742
1303	0.3131670832
1304	0.3130482096
1305	0.3129145634
1306	0.3128563235
1307	0.3128318566
1308	0.3127244387
1309	0.3126991307
1310	0.3125796864
1311	0.3124777289
1312	0.3124506013
1313	0.3124061007
1314	0.3123849764
1315	0.3122936195
1316	0.3122462693
1317	0.3121951522
1318	0.3121370043
1319	0.312117343
1320	0.312067595
1321	0.3120014033
1322	0.3119855395
1323	0.3119209794
1324	0.3118683429
1325	0.3117550517
1326	0.3116948986
1327	0.3116513899
1328	0.311606869
1329	0.3115300215
1330	0.3115002035
1331	0.3113898376
1332	0.3112594211
1333	0.3112081838
1334	0.3111369094
1335	0.3111178434
1336	0.3110341426
1337	0.3109714478
1338	0.3109006985
1339	0.3108439341
1340	0.3108189839
1341	0.3107118322
1342	0.3106534529
1343	0.3106276357
1344	0.3105840346
1345	0.3105579827
1346	0.3105087497
1347	0.3104790653
1348	0.3104386151
1349	0.3104214673
1350	0.3104139677
1351	0.3103115645
1352	0.3102952716
1353	0.3102594621
1354	0.3101490136
1355	0.3101264838
1356	0.3100128772
1357	0.3099852912
1358	0.3099307308
1359	0.3098626492
1360	0.3097649
1361	0.3095456732
1362	0.309394811
1363	0.3092963965
1364	0.3092339981
1365	0.3092267525
1366	0.309055091
1367	0.3090342468
1368	0.3089171295
1369	0.308897611
1370	0.3088479342
1371	0.308823037
1372	0.3087751478
1373	0.3087532553
1374	0.3086767823
1375	0.308625746
1376	0.308511499
1377	0.3084609013
1378	0.3083921324
1379	0.3083523926
1380	0.3082821007
1381	0.3082572651
1382	0.3081495623
1383	0.3080858486
1384	0.3080482643
1385	0.3078692921
1386	0.3078296639
1387	0.3076534665
1388	0.3076054684
1389	0.307531931
1390	0.3075177883
1391	0.3074785979
1392	0.3074436054
1393	0.3073787486
1394	0.3073581722
1395	0.3073119883
1396	0.3072855598
1397	0.3072193039
1398	0.3071751534
1399	0.3071589898
1400	0.3071034342
1401	0.3070329629
1402	0.3070156229
1403	0.3070009095
1404	0.306870388
1405	0.3068264453
1406	0.3067363957
1407	0.3067181218
1408	0.3066440751
1409	0.3065789592
1410	0.3065170027
1411	0.3064207934
1412	0.306288201
1413	0.3062449142
1414	0.3061716164
1415	0.3059994594
1416	0.3059112951
1417	0.3058366506
1418	0.3057920036
1419	0.3056649143
1420	0.3056352678
1421	0.3056094131
1422	0.3055614073
1423	0.3055070974
1424	0.3054359359
1425	0.3052553448
1426	0.3052396403
1427	0.3052022122
1428	0.3051605855
1429	0.3051186894
1430	0.3049621492
1431	0.3048410213
1432	0.3047592559
1433	0.3047244634
1434	0.3046801314
1435	0.3046647473
1436	0.3045991287
1437	0.304582277
1438	0.3045505442
1439	0.304528425
1440	0.3044927517
1441	0.3042921102
1442	0.3042579777
1443	0.3042321328
1444	0.3041852688
1445	0.3041393113
1446	0.3041073068
1447	0.304084068
1448	0.3040171697
1449	0.3039618187
1450	0.3039036689
1451	0.3038711945
1452	0.3038338761
1453	0.3037813523
1454	0.3037465486
1455	0.3036758616
1456	0.3036286478
1457	0.3035625589
1458	0.3034494982
1459	0.303366214
1460	0.3032892905
1461	0.303237875
1462	0.3031989414
1463	0.30310339
1464	0.3030651174
1465	0.3030294818
1466	0.3029020709
1467	0.3028438674
1468	0.3027616973
1469	0.3027385372
1470	0.3026953069
1471	0.3026584349
1472	0.3026312421
1473	0.3025639958
1474	0.3024612377
1475	0.3024378014
1476	0.3023381775
1477	0.3022954221
1478	0.3021745078
1479	0.3021184773
1480	0.3020795401
1481	0.3019940319
1482	0.30193043
1483	0.3018566299
1484	0.3017959248
1485	0.3017437489
1486	0.3017013196
1487	0.3015447939
1488	0.3015081747
1489	0.3014455371
1490	0.301319135
1491	0.3012813512
1492	0.3012463862
1493	0.3011906443
1494	0.3011244068
1495	0.3010556951
1496	0.3010383392
1497	0.3009738219
1498	0.3009121567
1499	0.3008629067
1500	0.3008256412
1501	0.3008053475
1502	0.3007546407
1503	0.3007056447
1504	0.300687076
1505	0.300674793
1506	0.3005863098
1507	0.300511237
1508	0.3003933803
1509	0.3003527072
1510	0.3001773587
1511	0.3000623361
1512	0.3000353019
