iter	Passed	Remaining
1664	95891	134478
1665	95942	134411
1666	95993	134344
1667	96048	134283
1668	96095	134210
1669	96138	134133
1670	96183	134058
1671	96223	133976
1672	96287	133928
1673	96331	133851
1674	96446	133872
1675	96548	133877
1676	96607	133821
1677	96660	133758
1678	96696	133669
1679	96761	133623
1680	96806	133547
1681	96897	133536
1682	96965	133492
1683	97036	133454
1684	97098	133402
1685	97170	133364
1686	97231	133311
1687	97290	133255
1688	97343	133192
1689	97392	133121
1690	97446	133059
1691	97508	133008
1692	97554	132934
1693	97606	132868
1694	97675	132827
1695	97731	132766
1696	97786	132705
1697	97844	132648
1698	97908	132599
1699	97979	132559
1700	98046	132514
1701	98095	132446
1702	98133	132362
1703	98180	132290
1704	98230	132221
1705	98273	132145
1706	98315	132066
1707	98371	132006
1708	98433	131955
1709	98485	131889
1710	98531	131816
1711	98585	131754
1712	98656	131714
1713	98706	131646
1714	98759	131583
1715	98815	131523
1716	98871	131463
1717	98923	131398
1718	98988	131351
1719	99046	131294
1720	99118	131255
1721	99164	131182
1722	99212	131112
1723	99247	131025
1724	99286	130942
1725	99346	130888
1726	99406	130834
1727	99480	130797
1728	99542	130746
1729	99594	130681
1730	99642	130611
1731	99691	130543
1732	99739	130472
1733	99790	130406
1734	99858	130362
1735	99906	130293
1736	99960	130230
1737	100001	130151
1738	100054	130088
1739	100115	130035
1740	100173	129978
1741	100222	129909
1742	100282	129855
1743	100334	129790
1744	100380	129718
1745	100442	129665
1746	100505	129616
1747	100557	129551
1748	100598	129472
1749	100640	129395
1750	100702	129343
1751	100773	129303
1752	100821	129232
1753	100875	129171
1754	100929	129109
1755	100987	129052
1756	101035	128982
1757	101089	128921
1758	101150	128867
1759	101202	128802
1760	101240	128721
1761	101276	128636
1762	101331	128575
1763	101379	128506
1764	101448	128462
1765	101499	128397
1766	101555	128337
1767	101605	128270
1768	101655	128204
1769	101717	128152
1770	101774	128094
1771	101833	128038
1772	101892	127983
1773	101926	127897
1774	101993	127851
1775	102046	127788
1776	102104	127731
1777	102147	127656
1778	102213	127608
1779	102275	127557
1780	102339	127508
1781	102384	127434
1782	102438	127372
1783	102501	127322
1784	102550	127254
1785	102607	127196
1786	102642	127111
1787	102691	127043
1788	102750	126987
1789	102801	126922
1790	102861	126868
1791	102926	126820
1792	103000	126783
1793	103055	126722
1794	103118	126672
1795	103185	126625
1796	103219	126540
1797	103266	126469
1798	103326	126415
1799	103388	126364
1800	103457	126320
1801	103511	126258
1802	103569	126202
1803	103618	126134
1804	103663	126062
1805	103707	125988
1806	103754	125918
1807	103797	125842
1808	103853	125783
1809	103907	125722
1810	103959	125658
1811	104030	125617
1812	104093	125566
1813	104155	125515
1814	104226	125474
1815	104265	125394
1816	104333	125349
1817	104397	125300
1818	104447	125233
1819	104506	125178
1820	104565	125122
1821	104594	125031
1822	104654	124977
1823	104723	124932
1824	104786	124882
1825	104849	124831
1826	104904	124771
1827	104956	124707
1828	105019	124657
1829	105076	124598
1830	105140	124548
1831	105200	124495
1832	105248	124425
1833	105292	124353
1834	105355	124301
1835	105400	124229
1836	105449	124162
1837	105519	124120
1838	105591	124080
1839	105643	124015
1840	105693	123950
1841	105722	123859
1842	105767	123788
1843	105812	123715
1844	105867	123655
1845	105907	123578
1846	105949	123502
1847	105987	123422
1848	106038	123358
1849	106102	123307
1850	106175	123268
1851	106238	123218
1852	106303	123169
1853	106360	123112
1854	106403	123037
1855	106457	122976
1856	106519	122924
1857	106566	122855
1858	106622	122796
1859	106658	122714
1860	106709	122650
1861	106772	122598
1862	106817	122527
1863	106946	122552
1864	107002	122493
1865	107048	122422
1866	107109	122369
1867	107167	122313
1868	107218	122248
1869	107272	122187
1870	107312	122109
1871	107368	122051
1872	107427	121995
1873	107505	121961
1874	107565	121907
1875	107612	121837
1876	107658	121768
1877	107717	121712
1878	107783	121664
1879	107842	121610
1880	107911	121565
1881	107956	121494
1882	108027	121452
1883	108095	121406
1884	108163	121361
1885	108217	121299
1886	108288	121258
1887	108338	121192
1888	108387	121125
1889	108436	121058
1890	108483	120989
1891	108542	120934
1892	108608	120886
1893	108669	120833
1894	108709	120756
1895	108751	120681
1896	108815	120631
1897	108887	120590
1898	108950	120539
1899	108999	120473
1900	109033	120390
1901	109098	120340
1902	109148	120276
1903	109200	120211
1904	109259	120156
1905	109321	120104
1906	109366	120033
1907	109440	119994
1908	109503	119943
1909	109554	119879
1910	109616	119826
1911	109671	119766
1912	109725	119705
1913	109805	119673
1914	109869	119623
1915	109909	119546
1916	109953	119474
1917	110016	119424
1918	110063	119354
1919	110108	119284
1920	110183	119245
1921	110244	119192
1922	110305	119138
1923	110359	119078
1924	110413	119016
1925	110443	118930
1926	110494	118865
1927	110528	118784
1928	110577	118717
1929	110633	118658
1930	110692	118602
1931	110745	118541
1932	110795	118476
1933	110868	118435
1934	110901	118352
1935	110945	118281
1936	111003	118223
1937	111064	118170
1938	111108	118099
1939	111183	118060
1940	111247	118010
1941	111309	117958
1942	111362	117896
1943	111410	117829
1944	111452	117755
1945	111500	117688
1946	111576	117651
1947	111639	117599
1948	111693	117539
1949	111745	117475
1950	111786	117401
1951	111841	117341
1952	111894	117280
1953	111939	117209
1954	111998	117154
1955	112053	117094
1956	112125	117052
1957	112192	117005
1958	112246	116944
1959	112312	116896
1960	112363	116832
1961	112398	116752
1962	112458	116698
1963	112518	116643
1964	112581	116592
1965	112628	116524
1966	112671	116452
1967	112738	116404
1968	112794	116345
1969	112862	116300
1970	112952	116276
1971	113017	116226
1972	113069	116164
1973	113127	116107
1974	113203	116069
1975	113279	116030
1976	113335	115972
1977	113403	115926
1978	113478	115886
1979	113545	115839
1980	113596	115775
1981	113653	115717
1982	113704	115653
1983	113764	115599
1984	113807	115527
1985	113856	115461
1986	113891	115381
1987	113947	115323
1988	113981	115242
1989	114038	115184
1990	114094	115125
1991	114147	115064
1992	114214	115017
1993	114272	114959
1994	114330	114903
1995	114374	114832
1996	114441	114785
1997	114506	114736
1998	114572	114686
1999	114644	114644
2000	114707	114592
2001	114759	114530
2002	114805	114461
2003	114847	114389
2004	114888	114315
2005	114957	114270
2006	115005	114203
2007	115057	114140
2008	115128	114096
2009	115178	114032
2010	115244	113984
2011	115289	113914
2012	115327	113837
2013	115373	113769
2014	115416	113697
2015	115473	113640
2016	115533	113585
2017	115583	113521
2018	115650	113473
2019	115705	113413
2020	115734	113329
2021	115786	113267
2022	115846	113212
2023	115903	113155
2024	115982	113118
2025	116013	113035
2026	116075	112983
2027	116132	112925
2028	116185	112864
2029	116231	112796
2030	116290	112740
2031	116326	112662
2032	116378	112599
2033	116452	112559
2034	116501	112494
2035	116560	112438
2036	116618	112381
2037	116673	112322
2038	116712	112247
2039	116765	112186
2040	116816	112123
2041	116858	112051
2042	116912	111990
2043	116960	111924
2044	117020	111870
2045	117063	111799
2046	117123	111745
2047	117173	111680
2048	117210	111604
2049	117266	111545
2050	117312	111478
2051	117348	111401
2052	117381	111321
2053	117432	111258
2054	117493	111204
2055	117549	111145
2056	117590	111073
2057	117654	111022
2058	117700	110954
2059	117758	110898
2060	117806	110832
2061	117853	110766
2062	117900	110699
2063	117957	110642
2064	118014	110584
2065	118064	110520
2066	118132	110474
2067	118201	110428
2068	118282	110392
2069	118338	110334
2070	118396	110278
2071	118462	110229
2072	118500	110154
2073	118548	110088
2074	118599	110025
2075	118665	109976
2076	118716	109914
2077	118782	109865
2078	118841	109810
2079	118899	109753
2080	118944	109684
2081	119003	109629
2082	119071	109582
2083	119126	109522
2084	119191	109473
2085	119261	109427
2086	119320	109372
2087	119380	109317
2088	119443	109265
2089	119491	109200
2090	119539	109134
2091	119597	109078
2092	119670	109035
2093	119718	108970
2094	119777	108914
2095	119826	108849
2096	119879	108789
2097	119924	108720
2098	119993	108674
2099	120049	108616
2100	120114	108565
2101	120166	108503
2102	120222	108446
2103	120284	108392
2104	120358	108351
2105	120441	108317
2106	120498	108260
2107	120535	108184
2108	120604	108138
2109	120649	108070
2110	120712	108017
2111	120766	107957
2112	120824	107901
2113	120865	107829
2114	120912	107763
2115	120951	107690
2116	121013	107637
2117	121067	107577
2118	121113	107510
2119	121176	107458
2120	121230	107398
2121	121287	107341
2122	121340	107280
2123	121407	107231
2124	121470	107179
2125	121532	107127
2126	121596	107075
2127	121640	107007
2128	121702	106954
2129	121768	106904
2130	121823	106845
2131	121897	106803
2132	121952	106743
2133	122014	106690
2134	122053	106618
2135	122098	106550
2136	122154	106491
2137	122219	106441
2138	122274	106383
2139	122334	106328
2140	122402	106280
2141	122452	106216
2142	122514	106163
2143	122573	106108
2144	122638	106058
2145	122687	105994
2146	122740	105932
2147	122817	105892
2148	122867	105829
2149	122927	105775
2150	122989	105722
2151	123028	105649
2152	123089	105595
2153	123147	105539
2154	123206	105482
2155	123278	105438
2156	123336	105381
2157	123370	105305
2158	123422	105243
2159	123473	105180
2160	123521	105116
2161	123574	105055
2162	123645	105009
2163	123696	104947
2164	123754	104891
2165	123807	104830
2166	123844	104756
2167	123885	104685
2168	123942	104628
2169	123987	104560
2170	124047	104506
2171	124078	104426
2172	124127	104363
2173	124177	104300
2174	124225	104235
2175	124285	104180
2176	124351	104130
2177	124410	104075
2178	124460	104011
2179	124511	103949
2180	124559	103885
2181	124617	103828
2182	124644	103746
2183	124682	103674
2184	124758	103632
2185	124798	103561
2186	124852	103501
2187	124908	103443
2188	124970	103390
2189	125016	103324
2190	125062	103257
2191	125101	103186
2192	125147	103119
2193	125175	103038
2194	125237	102986
2195	125282	102919
2196	125349	102869
2197	125385	102795
2198	125421	102721
2199	125485	102669
2200	125553	102621
2201	125607	102562
2202	125670	102510
2203	125732	102457
2204	125780	102392
2205	125831	102330
2206	125892	102277
2207	125938	102210
2208	125996	102155
2209	126042	102088
2210	126089	102023
2211	126138	101960
2212	126207	101912
2213	126278	101867
2214	126342	101815
2215	126396	101756
2216	126449	101695
2217	126495	101629
2218	126544	101566
2219	126597	101506
2220	126650	101445
2221	126692	101376
2222	126758	101326
2223	126820	101273
2224	126884	101222
2225	126943	101167
2226	127010	101118
2227	127082	101073
2228	127135	101012
2229	127193	100956
2230	127224	100878
2231	127277	100818
2232	127342	100767
2233	127400	100711
2234	127452	100650
2235	127504	100589
2236	127567	100537
2237	127625	100480
2238	127693	100432
2239	127751	100376
2240	127819	100327
2241	127880	100273
2242	127939	100218
2243	127990	100156
2244	128053	100104
2245	128119	100054
2246	128178	99998
2247	128251	99953
2248	128319	99905
2249	128383	99854
2250	128435	99792
2251	128499	99741
2252	128553	99681
2253	128613	99626
2254	128655	99558
2255	128712	99501
2256	128767	99442
2257	128823	99384
2258	128883	99329
2259	128949	99279
2260	129016	99230
2261	129088	99184
2262	129164	99142
2263	129237	99097
2264	129272	99023
2265	129314	98954
2266	129362	98890
2267	129412	98828
2268	129470	98772
2269	129525	98713
2270	129585	98658
2271	129657	98612
2272	129718	98558
2273	129782	98507
2274	129840	98450
2275	129900	98395
2276	129959	98339
2277	129984	98258
2278	130026	98189
2279	130082	98132
2280	130115	98057
2281	130176	98003
2282	130234	97947
2283	130291	97889
2284	130361	97842
2285	130430	97794
2286	130482	97733
2287	130538	97675
2288	130599	97621
2289	130665	97571
2290	130724	97515
2291	130774	97453
2292	130833	97397
2293	130893	97343
2294	130937	97276
2295	130996	97220
2296	131047	97159
2297	131099	97098
2298	131153	97038
2299	131229	96995
2300	131287	96939
2301	131340	96879
2302	131405	96828
2303	131465	96773
2304	131518	96713
2305	131579	96658
2306	131613	96584
2307	131681	96536
2308	131728	96471
2309	131760	96396
2310	131804	96329
2311	131864	96274
2312	131903	96204
2313	131954	96142
2314	132009	96084
2315	132058	96021
2316	132116	95965
2317	132177	95911
2318	132238	95857
2319	132286	95793
2320	132355	95745
2321	132429	95700
2322	132477	95636
2323	132534	95579
2324	132592	95523
2325	132637	95458
2326	132686	95395
2327	132729	95327
2328	132797	95279
2329	132861	95226
2330	132898	95155
2331	132969	95108
2332	133010	95039
2333	133058	94976
2334	133122	94924
2335	133163	94856
2336	133218	94797
2337	133264	94732
2338	133308	94666
2339	133357	94604
2340	133410	94544
2341	133475	94492
2342	133507	94418
2343	133565	94362
2344	133609	94295
2345	133666	94238
2346	133727	94184
2347	133793	94134
2348	133840	94070
2349	133899	94014
2350	133946	93950
2351	134014	93900
2352	134078	93849
2353	134129	93788
2354	134179	93726
2355	134226	93662
2356	134285	93606
2357	134335	93545
2358	134363	93468
2359	134412	93405
2360	134484	93359
2361	134540	93301
2362	134585	93235
2363	134647	93182
2364	134716	93133
2365	134784	93084
2366	134839	93026
2367	134889	92964
2368	134936	92900
2369	134996	92845
2370	135044	92782
2371	135108	92730
2372	135176	92681
2373	135236	92626
2374	135289	92566
2375	135355	92515
2376	135405	92454
2377	135478	92408
2378	135542	92355
2379	135606	92303
2380	135657	92242
2381	135720	92189
2382	135793	92143
2383	135854	92089
2384	135919	92037
2385	135973	91979
2386	136024	91917
2387	136094	91869
2388	136154	91814
2389	136199	91749
2390	136255	91691
2391	136302	91627
2392	136354	91567
2393	136411	91510
2394	136475	91458
2395	136542	91408
2396	136607	91356
2397	136678	91309
2398	136729	91248
2399	136788	91192
2400	136838	91131
2401	136896	91074
2402	136950	91015
2403	137017	90965
2404	137096	90922
2405	137141	90857
2406	137190	90795
2407	137260	90746
2408	137316	90689
2409	137379	90636
2410	137434	90577
2411	137490	90520
2412	137538	90457
2413	137595	90400
2414	137645	90338
2415	137710	90286
2416	137783	90240
2417	137829	90176
2418	137881	90116
2419	137946	90064
2420	138007	90009
2421	138063	89952
2422	138119	89894
2423	138185	89843
2424	138228	89777
2425	138282	89718
2426	138320	89648
2427	138357	89578
2428	138425	89529
2429	138466	89462
2430	138518	89401
2431	138585	89351
2432	138651	89300
2433	138691	89232
2434	138748	89175
2435	138810	89121
2436	138868	89064
2437	138929	89010
2438	138981	88950
2439	139032	88889
2440	139097	88837
2441	139151	88778
2442	139202	88718
2443	139256	88659
2444	139318	88605
2445	139383	88553
2446	139448	88501
2447	139506	88445
2448	139586	88402
2449	139634	88339
2450	139689	88282
2451	139761	88234
2452	139819	88178
2453	139886	88127
2454	139959	88080
2455	140007	88018
2456	140064	87960
2457	140142	87917
2458	140207	87865
2459	140254	87801
2460	140310	87743
2461	140367	87686
2462	140414	87623
2463	140459	87559
2464	140504	87494
2465	140555	87434
2466	140600	87369
2467	140663	87316
2468	140723	87261
2469	140780	87203
2470	140854	87157
2471	140920	87105
2472	140980	87050
2473	141026	86987
2474	141065	86919
2475	141118	86859
2476	141187	86810
2477	141236	86748
2478	141300	86695
2479	141364	86642
2480	141426	86588
2481	141502	86543
2482	141552	86482
2483	141608	86424
2484	141650	86358
2485	141702	86298
2486	141755	86238
2487	141817	86184
2488	141865	86122
2489	141909	86057
2490	141959	85996
2491	142011	85936
2492	142080	85886
2493	142136	85829
2494	142197	85774
2495	142253	85716
2496	142314	85662
2497	142367	85602
2498	142426	85547
2499	142487	85492
2500	142525	85424
2501	142577	85363
2502	142657	85320
2503	142711	85261
2504	142792	85219
2505	142862	85170
2506	142933	85121
2507	142988	85063
2508	143047	85007
2509	143104	84950
2510	143147	84885
2511	143195	84822
2512	143256	84768
2513	143313	84711
2514	143372	84655
2515	143431	84599
2516	143493	84545
2517	143547	84486
2518	143603	84429
2519	143662	84373
2520	143719	84316
2521	143773	84257
2522	143842	84207
2523	143900	84151
2524	143932	84079
2525	143986	84020
2526	144041	83962
2527	144073	83891
2528	144117	83826
2529	144161	83761
2530	144208	83698
2531	144238	83626
2532	144306	83576
2533	144364	83519
2534	144420	83461
2535	144483	83408
2536	144533	83347
2537	144585	83287
2538	144633	83225
2539	144708	83179
2540	144770	83124
2541	144835	83072
2542	144909	83025
2543	144952	82960
2544	144999	82897
2545	145048	82836
2546	145109	82781
2547	145162	82721
2548	145226	82669
2549	145263	82600
2550	145327	82547
2551	145391	82495
2552	145445	82436
2553	145508	82382
2554	145557	82321
2555	145603	82258
2556	145643	82191
2557	145707	82138
2558	145756	82077
2559	145799	82012
2560	145851	81952
2561	145921	81902
2562	145969	81840
2563	146018	81779
2564	146070	81719
2565	146117	81657
2566	146191	81609
2567	146253	81555
2568	146307	81497
2569	146361	81438
2570	146401	81371
2571	146453	81312
2572	146509	81254
2573	146575	81203
2574	146629	81144
2575	146671	81079
2576	146710	81012
2577	146748	80945
2578	146808	80889
2579	146842	80820
2580	146887	80756
2581	146916	80684
2582	146952	80616
2583	147017	80563
2584	147075	80507
2585	147158	80464
2586	147221	80411
2587	147287	80359
2588	147359	80310
2589	147430	80261
2590	147480	80200
2591	147527	80138
2592	147584	80081
2593	147652	80030
2594	147699	79968
2595	147745	79905
2596	147826	79861
2597	147879	79802
2598	147934	79744
2599	147974	79678
2600	148039	79625
2601	148098	79570
2602	148136	79503
2603	148170	79433
2604	148222	79374
2605	148282	79319
2606	148364	79275
2607	148421	79218
2608	148488	79167
2609	148536	79105
2610	148606	79055
2611	148641	78987
2612	148697	78929
2613	148761	78876
2614	148822	78821
2615	148878	78764
2616	148925	78702
2617	148990	78649
2618	149061	78599
2619	149097	78532
2620	149150	78473
2621	149195	78410
2622	149267	78360
2623	149336	78310
2624	149405	78259
2625	149446	78195
2626	149513	78142
2627	149570	78086
2628	149625	78028
2629	149667	77963
2630	149725	77907
2631	149780	77849
2632	149835	77791
2633	149885	77731
2634	149940	77673
2635	150003	77619
2636	150057	77561
2637	150124	77509
2638	150184	77453
2639	150261	77407
2640	150299	77341
2641	150351	77281
2642	150406	77223
2643	150459	77164
2644	150495	77096
2645	150537	77032
2646	150588	76972
2647	150652	76919
2648	150708	76861
2649	150769	76807
2650	150821	76747
2651	150863	76683
2652	150934	76633
2653	150983	76572
2654	151054	76523
2655	151129	76474
2656	151173	76411
2657	151234	76356
2658	151305	76307
2659	151352	76245
2660	151407	76187
2661	151466	76131
2662	151526	76075
2663	151601	76028
2664	151629	75956
2665	151701	75907
2666	151746	75844
2667	151823	75798
2668	151879	75740
2669	151947	75689
2670	152010	75635
2671	152064	75576
2672	152117	75518
2673	152177	75462
2674	152230	75403
2675	152283	75344
2676	152345	75290
2677	152390	75227
2678	152441	75167
2679	152484	75104
2680	152536	75044
2681	152601	74991
2682	152660	74936
2683	152710	74875
2684	152783	74827
2685	152820	74760
2686	152870	74699
2687	152940	74649
2688	152982	74585
2689	153036	74526
2690	153112	74479
2691	153172	74423
2692	153233	74368
2693	153311	74322
2694	153357	74260
2695	153402	74197
2696	153445	74133
2697	153497	74074
2698	153540	74011
2699	153577	73944
2700	153630	73886
2701	153708	73839
2702	153757	73778
2703	153829	73728
2704	153889	73673
2705	153925	73606
2706	153957	73537
2707	154001	73475
2708	154063	73420
2709	154117	73362
2710	154180	73308
2711	154226	73246
2712	154275	73185
2713	154326	73125
2714	154371	73063
2715	154428	73006
2716	154491	72952
2717	154552	72897
2718	154621	72846
2719	154682	72791
2720	154738	72734
2721	154805	72682
2722	154855	72622
2723	154930	72574
2724	154985	72516
2725	155030	72453
2726	155094	72400
2727	155154	72344
2728	155216	72290
2729	155278	72235
2730	155337	72180
2731	155416	72133
2732	155473	72076
2733	155535	72021
2734	155592	71965
2735	155652	71909
2736	155706	71851
2737	155765	71795
2738	155813	71734
2739	155857	71671
2740	155892	71604
2741	155960	71553
2742	156008	71491
2743	156070	71437
2744	156133	71383
2745	156201	71331
2746	156259	71275
2747	156307	71214
2748	156370	71160
2749	156402	71092
2750	156460	71035
2751	156511	70975
2752	156540	70906
2753	156590	70846
2754	156640	70786
2755	156693	70728
2756	156766	70678
2757	156815	70618
2758	156893	70570
2759	156947	70512
2760	156989	70448
2761	157040	70389
2762	157097	70332
2763	157144	70271
2764	157200	70214
2765	157272	70164
2766	157335	70109
2767	157392	70053
2768	157444	69994
2769	157518	69945
2770	157571	69886
2771	157634	69832
2772	157689	69774
2773	157762	69724
2774	157805	69661
2775	157849	69599
2776	157892	69536
2777	157942	69476
2778	157996	69418
2779	158054	69362
2780	158095	69298
2781	158128	69230
2782	158172	69168
2783	158217	69106
2784	158265	69045
2785	158322	68989
2786	158389	68936
2787	158432	68873
2788	158486	68815
2789	158547	68760
2790	158604	68703
2791	158671	68651
2792	158727	68594
2793	158779	68535
2794	158847	68483
2795	158906	68427
2796	158948	68364
2797	159011	68310
2798	159062	68250
2799	159122	68195
2800	159177	68137
2801	159232	68080
2802	159288	68023
2803	159356	67970
2804	159439	67925
2805	159486	67864
2806	159527	67800
2807	159567	67736
2808	159611	67674
2809	159667	67617
2810	159721	67559
2811	159761	67495
2812	159810	67435
2813	159867	67378
2814	159917	67318
2815	159958	67255
2816	160020	67200
2817	160097	67152
2818	160152	67094
2819	160210	67038
2820	160270	66982
2821	160313	66920
2822	160355	66857
2823	160403	66797
2824	160444	66733
2825	160498	66675
2826	160572	66625
2827	160636	66572
2828	160690	66514
2829	160745	66456
2830	160806	66401
2831	160875	66349
2832	160947	66299
2833	161008	66244
2834	161071	66189
2835	161134	66135
2836	161202	66083
2837	161270	66031
2838	161318	65970
2839	161394	65921
2840	161457	65867
2841	161511	65809
2842	161558	65748
2843	161623	65695
2844	161676	65636
2845	161733	65579
2846	161782	65519
2847	161840	65463
2848	161911	65412
2849	161956	65351
2850	161998	65288
2851	162058	65232
2852	162127	65180
2853	162171	65118
2854	162223	65059
2855	162273	65000
2856	162327	64942
2857	162375	64882
2858	162432	64825
2859	162499	64772
2860	162565	64719
2861	162622	64662
2862	162697	64613
2863	162757	64557
2864	162833	64508
2865	162911	64459
2866	162967	64402
2867	163022	64345
2868	163081	64288
2869	163137	64231
2870	163187	64172
2871	163253	64118
2872	163299	64057
2873	163358	64002
2874	163429	63950
2875	163485	63893
2876	163554	63841
2877	163615	63786
2878	163674	63729
2879	163737	63675
2880	163777	63612
2881	163835	63555
2882	163893	63499
2883	163962	63447
2884	164024	63392
2885	164068	63330
2886	164096	63262
2887	164153	63205
2888	164204	63146
2889	164256	63088
2890	164327	63036
2891	164387	62981
2892	164426	62917
2893	164492	62864
2894	164550	62807
2895	164607	62750
2896	164650	62688
2897	164708	62632
2898	164752	62570
2899	164818	62517
2900	164892	62467
2901	164943	62407
2902	164999	62350
2903	165048	62290
2904	165109	62235
2905	165177	62183
2906	165228	62124
2907	165289	62068
2908	165338	62009
2909	165396	61952
2910	165449	61894
2911	165523	61843
2912	165581	61787
2913	165642	61732
2914	165701	61676
2915	165770	61623
2916	165813	61561
2917	165877	61507
2918	165950	61456
2919	165999	61397
2920	166053	61339
2921	166099	61278
2922	166154	61220
2923	166228	61170
2924	166299	61118
2925	166347	61058
2926	166417	61006
2927	166465	60946
2928	166515	60886
2929	166570	60829
2930	166611	60766
2931	166678	60713
2932	166731	60655
2933	166784	60597
2934	166832	60537
2935	166892	60481
2936	166944	60422
2937	166991	60362
2938	167041	60303
2939	167088	60242
2940	167123	60178
2941	167168	60116
2942	167233	60063
2943	167273	60000
2944	167334	59944
2945	167388	59887
2946	167447	59831
2947	167520	59780
2948	167569	59720
2949	167622	59662
2950	167679	59605
2951	167731	59547
2952	167786	59489
2953	167839	59431
2954	167890	59372
2955	167952	59317
2956	168011	59261
2957	168073	59206
2958	168139	59152
2959	168193	59094
2960	168270	59045
2961	168323	58986
2962	168381	58930
2963	168438	58873
2964	168518	58825
2965	168566	58765
2966	168630	58710
2967	168677	58650
2968	168733	58593
2969	168781	58533
2970	168832	58474
2971	168903	58422
2972	168950	58362
2973	169016	58308
2974	169061	58248
2975	169124	58193
2976	169172	58133
2977	169235	58078
2978	169285	58019
2979	169338	57961
2980	169370	57896
2981	169408	57832
2982	169466	57776
2983	169522	57719
2984	169565	57657
2985	169622	57601
2986	169672	57541
2987	169737	57487
2988	169812	57437
2989	169878	57383
2990	169941	57328
2991	169990	57269
2992	170037	57209
2993	170082	57148
2994	170135	57090
2995	170192	57033
2996	170261	56981
2997	170312	56922
2998	170381	56869
2999	170428	56809
3000	170485	56752
3001	170549	56698
3002	170621	56646
3003	170659	56583
3004	170733	56532
3005	170813	56483
3006	170854	56421
3007	170913	56364
3008	171006	56320
3009	171088	56271
3010	171135	56211
3011	171186	56152
3012	171221	56088
3013	171274	56030
3014	171354	55981
3015	171424	55929
3016	171479	55871
3017	171541	55816
3018	171611	55763
3019	171679	55710
3020	171729	55651
3021	171782	55593
3022	171847	55539
3023	171903	55482
3024	171957	55424
3025	172007	55365
3026	172072	55311
3027	172121	55251
3028	172181	55195
3029	172242	55140
3030	172295	55082
3031	172360	55027
3032	172413	54970
3033	172493	54920
3034	172540	54860
3035	172601	54805
3036	172661	54749
3037	172712	54690
3038	172775	54635
3039	172836	54579
3040	172886	54520
3041	172938	54462
3042	172979	54400
3043	173040	54345
3044	173079	54282
3045	173148	54229
3046	173212	54175
3047	173277	54120
3048	173337	54064
3049	173393	54007
3050	173459	53953
3051	173510	53895
3052	173572	53840
3053	173613	53778
3054	173664	53719
3055	173719	53662
3056	173766	53602
3057	173842	53551
3058	173907	53496
3059	173952	53436
3060	174000	53376
3061	174055	53319
3062	174121	53265
3063	174176	53207
3064	174220	53147
3065	174280	53091
3066	174333	53033
3067	174379	52973
3068	174453	52921
3069	174586	52887
3070	174659	52835
3071	174718	52779
3072	174792	52727
3073	174861	52674
3074	174908	52614
3075	174957	52555
3076	175022	52501
3077	175086	52446
3078	175123	52383
3079	175173	52324
3080	175225	52266
3081	175287	52210
3082	175342	52153
3083	175414	52101
3084	175479	52046
3085	175522	51985
3086	175570	51926
3087	175642	51873
3088	175683	51812
3089	175773	51765
3090	175811	51702
3091	175864	51644
3092	175933	51591
3093	175997	51536
3094	176056	51480
3095	176138	51430
3096	176184	51370
3097	176240	51313
3098	176360	51274
3099	176433	51222
3100	176511	51171
3101	176562	51113
3102	176635	51060
3103	176690	51003
3104	176760	50950
3105	176831	50897
3106	176869	50835
3107	176929	50778
3108	176965	50716
3109	177020	50658
3110	177074	50600
3111	177135	50545
3112	177207	50492
3113	177277	50439
3114	177346	50385
3115	177408	50330
3116	177478	50277
3117	177541	50221
3118	177577	50158
3119	177628	50100
3120	177677	50041
3121	177737	49985
3122	177783	49925
3123	177809	49859
3124	177867	49802
3125	177913	49742
3126	177945	49678
3127	177987	49617
3128	178035	49558
3129	178096	49502
3130	178165	49449
3131	178224	49392
3132	178253	49328
3133	178302	49269
3134	178361	49212
3135	178408	49153
3136	178470	49097
3137	178544	49045
3138	178609	48990
3139	178666	48934
3140	178739	48881
3141	178790	48823
3142	178857	48769
3143	178916	48712
3144	178987	48659
3145	179048	48603
3146	179124	48551
3147	179167	48491
3148	179230	48436
3149	179271	48374
3150	179326	48317
3151	179400	48265
3152	179471	48211
3153	179516	48151
3154	179575	48095
3155	179628	48037
3156	179696	47983
3157	179747	47925
3158	179813	47870
3159	179870	47813
3160	179914	47753
3161	179975	47697
3162	180033	47640
3163	180089	47583
3164	180144	47526
3165	180212	47472
3166	180286	47419
3167	180326	47358
3168	180384	47301
3169	180447	47246
3170	180481	47183
3171	180543	47128
3172	180604	47072
3173	180654	47013
3174	180696	46952
3175	180764	46898
3176	180823	46842
3177	180875	46783
3178	180952	46732
3179	181007	46674
3180	181066	46618
3181	181132	46563
3182	181194	46508
3183	181248	46450
3184	181303	46393
3185	181360	46336
3186	181410	46277
3187	181473	46222
3188	181541	46168
3189	181593	46109
3190	181646	46051
3191	181699	45994
3192	181755	45936
3193	181825	45883
3194	181882	45826
3195	181950	45772
3196	182013	45716
3197	182078	45661
3198	182109	45598
3199	182171	45542
3200	182226	45485
3201	182275	45426
3202	182343	45372
3203	182390	45313
3204	182459	45259
3205	182521	45203
3206	182583	45147
3207	182650	45093
3208	182720	45039
3209	182772	44981
3210	182832	44925
3211	182880	44866
3212	182943	44810
3213	183003	44754
3214	183070	44699
3215	183156	44650
3216	183231	44597
3217	183275	44537
